composition,family_count,system_frequency,has_novel_family,novel_families
"(10718, 10763)",2,3,True,[10763]
"(2206, 6185)",2,3,False,[]
"(3073, 5924)",2,3,False,[]
"(301, 3002)",2,3,False,[]
"(1820, 4689)",2,3,False,[]
"(6882, 7565)",2,3,True,"[6882, 7565]"
"(5398, 7050)",2,3,False,[]
"(5146, 7495)",2,3,True,[7495]
"(2681, 10715)",2,3,True,[10715]
"(1822, 9884)",2,3,False,[]
"(3619, 3971)",2,3,True,[3971]
"(158, 8961)",2,3,False,[]
"(6014, 6472)",2,3,False,[]
"(4406, 6871)",2,3,True,[6871]
"(8817, 9315)",2,3,True,[8817]
"(507, 3025, 5731, 8896)",4,3,False,[]
"(253, 1035, 11129, 12270)",4,3,False,[]
"(387, 1316)",2,3,False,[]
"(184, 7456)",2,3,False,[]
"(757, 9098)",2,3,True,[9098]
"(2052, 7976)",2,3,False,[]
"(2606, 2709)",2,3,False,[]
"(448, 1964)",2,3,True,[1964]
"(52, 3228)",2,3,False,[]
"(2754, 8496)",2,3,True,[2754]
"(9080, 12778)",2,3,True,[12778]
"(53, 2749, 7588)",3,3,False,[]
"(4576, 5846)",2,3,True,[5846]
"(4642, 7018)",2,3,False,[]
"(980, 5127)",2,3,True,[980]
"(2725, 10094)",2,3,True,[10094]
"(363, 3383)",2,3,True,[363]
"(660, 1463)",2,3,False,[]
"(10005, 12411)",2,3,False,[]
"(489, 1616)",2,3,True,[1616]
"(5490, 6464)",2,3,True,[6464]
"(8796, 8907)",2,3,True,[8907]
"(3440, 8453)",2,3,False,[]
"(5651, 6206)",2,3,False,[]
"(473, 7269)",2,3,False,[]
"(7111, 7202)",2,3,True,[7202]
"(1262, 1383)",2,3,False,[]
"(539, 4846)",2,3,True,[4846]
"(358, 7915)",2,3,False,[]
"(6352, 7083)",2,3,False,[]
"(5040, 5040)",2,3,False,[]
"(237, 410)",2,3,False,[]
"(7655, 10991)",2,3,True,[10991]
"(9294, 10244)",2,3,False,[]
"(2645, 8802)",2,3,True,[8802]
"(4264, 8385)",2,3,False,[]
"(2134, 3474)",2,3,False,[]
"(1375, 4606)",2,3,False,[]
"(11340, 11851)",2,3,True,[11851]
"(6916, 9375)",2,3,True,[9375]
"(11091, 12636)",2,3,True,[11091]
"(1174, 2904)",2,3,False,[]
"(6352, 8975)",2,3,False,[]
"(358, 7915, 9663)",3,2,False,[]
"(1818, 5226)",2,2,True,[1818]
"(2707, 10409)",2,2,True,"[2707, 10409]"
"(4209, 5252)",2,2,False,[]
"(796, 1629)",2,2,True,[1629]
"(12051, 12225)",2,2,True,[12051]
"(3738, 11374)",2,2,True,[11374]
"(1603, 7947)",2,2,False,[]
"(2575, 3264)",2,2,True,[2575]
"(494, 1660)",2,2,False,[]
"(4057, 6471)",2,2,False,[]
"(3318, 8661)",2,2,True,[8661]
"(2071, 5798)",2,2,False,[]
"(524, 7087)",2,2,True,[7087]
"(53, 2749, 4556, 7588)",4,2,True,[4556]
"(4537, 10125)",2,2,True,[10125]
"(1990, 9011)",2,2,True,[9011]
"(6722, 10536)",2,2,True,[10536]
"(11067, 12589)",2,2,True,[12589]
"(112, 12138)",2,2,True,[12138]
"(7549, 12267)",2,2,False,[]
"(992, 992)",2,2,False,[]
"(6327, 8874)",2,2,True,[8874]
"(8713, 11160)",2,2,True,[8713]
"(6106, 8462)",2,2,False,[]
"(7177, 8808)",2,2,True,[7177]
"(4631, 8928)",2,2,False,[]
"(4488, 12182)",2,2,False,[]
"(3355, 8784)",2,2,False,[]
"(2376, 7210)",2,2,True,[7210]
"(237, 316)",2,2,False,[]
"(3719, 9249)",2,2,True,[9249]
"(6105, 8653)",2,2,True,[8653]
"(11298, 12449)",2,2,True,[11298]
"(6789, 11823)",2,2,True,[6789]
"(5401, 9989)",2,2,True,[9989]
"(3925, 11186)",2,2,False,[]
"(2316, 4470)",2,2,False,[]
"(3223, 9029)",2,2,True,[3223]
"(4311, 8422)",2,2,True,[8422]
"(1546, 5455)",2,2,True,[5455]
"(60, 2877)",2,2,True,[2877]
"(3673, 9365)",2,2,True,[3673]
"(4021, 4872)",2,2,True,[4021]
"(7850, 8206)",2,2,False,[]
"(10114, 12454)",2,2,True,"[10114, 12454]"
"(5974, 6282)",2,2,True,[6282]
"(6698, 10996)",2,2,True,[10996]
"(2772, 4699)",2,2,True,[2772]
"(4488, 8083)",2,2,False,[]
"(602, 8511)",2,2,False,[]
"(3962, 6046)",2,2,True,"[3962, 6046]"
"(3003, 3626)",2,2,False,[]
"(3652, 10465)",2,2,True,[3652]
"(11524, 11860)",2,2,False,[]
"(1770, 3995)",2,2,True,[3995]
"(2985, 10761)",2,2,True,[2985]
"(5691, 7644)",2,2,True,[7644]
"(16, 358)",2,2,False,[]
"(4549, 8152)",2,2,True,[4549]
"(8371, 9991)",2,2,True,[9991]
"(5161, 9709)",2,2,False,[]
"(4644, 5444)",2,2,False,[]
"(3237, 5171)",2,2,True,[3237]
"(614, 2723)",2,2,True,[2723]
"(11042, 11653)",2,2,False,[]
"(266, 2370)",2,2,False,[]
"(7125, 8020)",2,2,True,[7125]
"(6690, 11183)",2,2,False,[]
"(2430, 8774)",2,2,False,[]
"(173, 5652)",2,2,True,[5652]
"(145, 8882)",2,2,False,[]
"(1525, 7993)",2,2,True,[7993]
"(1006, 8044)",2,2,True,[1006]
"(4120, 6633)",2,2,False,[]
"(3720, 7989)",2,2,False,[]
"(10883, 11796)",2,2,False,[]
"(2774, 8788)",2,2,False,[]
"(22, 1340, 1924)",3,2,False,[]
"(2154, 4316)",2,2,True,[2154]
"(3763, 5886)",2,2,True,[5886]
"(4599, 4599)",2,2,False,[]
"(11483, 12110)",2,2,False,[]
"(562, 1061)",2,2,False,[]
"(4287, 12318)",2,2,True,[4287]
"(4057, 6437)",2,2,False,[]
"(10766, 11341)",2,2,True,[11341]
"(4770, 8774)",2,2,False,[]
"(2264, 4650)",2,2,True,[2264]
"(8022, 11617)",2,2,False,[]
"(7029, 12744)",2,2,True,[12744]
"(1016, 2311)",2,2,True,[1016]
"(4505, 7057)",2,2,False,[]
"(3898, 7783)",2,2,False,[]
"(2677, 4090)",2,2,True,"[2677, 4090]"
"(504, 2686)",2,2,False,[]
"(4017, 9825)",2,2,True,"[4017, 9825]"
"(9546, 11066)",2,2,True,[9546]
"(197, 2864)",2,2,True,[2864]
"(12277, 12466)",2,2,True,"[12277, 12466]"
"(2269, 6207)",2,2,True,[2269]
"(6826, 10918)",2,2,True,[10918]
"(100, 8785)",2,2,True,[8785]
"(5370, 8011)",2,2,True,[5370]
"(6516, 12655)",2,2,False,[]
"(718, 8010)",2,2,False,[]
"(2400, 10178)",2,2,False,[]
"(11905, 12090)",2,2,True,"[11905, 12090]"
"(1477, 1745)",2,2,False,[]
"(4571, 7057)",2,2,False,[]
"(447, 1940)",2,2,True,[1940]
"(10575, 12535)",2,2,False,[]
"(6388, 6585)",2,2,True,[6388]
"(5192, 5616)",2,2,False,[]
