composition,family_count,system_frequency,has_novel_family,novel_families
"(2432, 9439)",2,2,True,"[2432, 9439]"
"(12140, 12536)",2,2,True,[12536]
"(541, 4309, 7057)",3,2,True,[4309]
"(359, 1927)",2,2,True,[1927]
"(151, 7887)",2,2,True,[7887]
"(789, 5772)",2,2,True,[5772]
"(1933, 7403)",2,2,True,[7403]
"(5647, 10646)",2,2,True,[5647]
"(1312, 6622)",2,2,True,[1312]
"(8315, 11839)",2,2,True,[11839]
"(3361, 10468)",2,2,True,[10468]
"(10414, 10875)",2,2,True,[10414]
"(5937, 8154)",2,2,True,[8154]
"(1187, 4243)",2,2,True,[1187]
"(3839, 7443)",2,2,True,[3839]
"(5937, 6449)",2,2,True,[6449]
"(4010, 5254)",2,2,True,[5254]
"(1317, 2496)",2,2,True,[1317]
"(8230, 10185)",2,2,True,[10185]
"(7445, 9402)",2,2,True,[7445]
"(11660, 11804)",2,2,True,[11660]
"(8514, 8662)",2,2,True,[8514]
"(4934, 8494)",2,2,True,[8494]
"(4049, 7333)",2,2,True,"[4049, 7333]"
"(9226, 11742)",2,2,True,[11742]
"(9376, 12425)",2,2,True,[12425]
"(1875, 2209)",2,2,True,[2209]
"(3296, 12143)",2,2,True,[3296]
"(8681, 9663)",2,2,True,[8681]
"(9214, 11476)",2,2,True,[9214]
"(5123, 10599)",2,2,True,[5123]
"(2995, 3312)",2,2,True,[3312]
"(1052, 1809)",2,2,True,[1052]
"(4979, 7852)",2,2,True,[4979]
"(2948, 9151)",2,2,True,[9151]
"(2515, 10255)",2,2,True,[2515]
"(3818, 11327)",2,2,True,[3818]
"(1671, 2152)",2,2,True,[1671]
"(1535, 3514)",2,2,True,[3514]
"(1394, 2579)",2,2,True,[2579]
"(7262, 7506)",2,2,True,[7262]
"(1205, 10852)",2,2,True,[10852]
"(8557, 9652)",2,2,True,[9652]
"(6520, 10683)",2,2,True,[6520]
"(3355, 7190)",2,2,True,[7190]
"(4242, 9280)",2,2,True,"[4242, 9280]"
"(1814, 3253)",2,2,True,[3253]
"(9704, 10023)",2,2,True,[10023]
"(4201, 6171)",2,2,True,[4201]
"(2387, 12848)",2,2,True,[2387]
"(8081, 11452)",2,2,True,[11452]
"(1990, 4523)",2,2,True,[4523]
"(681, 1622, 1630)",3,2,True,[681]
"(2723, 3876)",2,2,True,[2723]
"(3165, 4078, 9339)",3,2,True,[9339]
"(10470, 12303)",2,2,True,[12303]
"(1026, 3208)",2,2,True,[3208]
"(5530, 7230)",2,2,True,[7230]
"(10802, 12249)",2,2,True,[12249]
"(4439, 8069)",2,2,True,[8069]
"(7895, 8991)",2,2,True,[8991]
"(10163, 11211)",2,2,True,[10163]
"(6912, 12420)",2,2,True,[12420]
"(8112, 9235)",2,2,True,[9235]
"(4589, 5224)",2,2,True,[4589]
"(2980, 12192)",2,2,True,[12192]
"(4691, 10068)",2,2,True,[10068]
"(5464, 6832, 6930)",3,2,True,[5464]
"(6558, 7953)",2,2,True,[7953]
"(1396, 1831)",2,2,True,[1831]
"(6352, 7896)",2,2,True,[7896]
"(847, 1616)",2,2,True,[1616]
"(3487, 6430)",2,2,True,[3487]
"(259, 354)",2,2,True,"[259, 354]"
"(4882, 10307)",2,2,True,"[4882, 10307]"
"(4204, 6526)",2,2,True,"[4204, 6526]"
"(4194, 5252)",2,2,True,[4194]
"(317, 1284)",2,2,True,[317]
"(1383, 2699)",2,2,True,[2699]
"(9285, 9510)",2,2,True,[9285]
"(781, 2433)",2,2,True,[781]
"(2751, 3706)",2,2,True,[3706]
"(1066, 9679)",2,2,True,[9679]
"(4436, 7315)",2,2,True,[4436]
"(655, 3512)",2,2,True,[655]
"(4053, 8367)",2,2,True,[4053]
"(167, 2355)",2,2,True,[2355]
"(11820, 12731)",2,2,True,"[11820, 12731]"
"(4287, 4593)",2,2,True,"[4287, 4593]"
"(1083, 4675)",2,2,True,[4675]
"(2923, 6133)",2,2,True,[2923]
"(5050, 12326)",2,2,True,[5050]
"(2993, 7954)",2,2,True,[7954]
"(6920, 7236)",2,2,True,[7236]
"(900, 5320)",2,2,True,[900]
"(3296, 8649, 12143)",3,2,True,[3296]
"(3829, 6299)",2,2,True,[6299]
"(4731, 11969)",2,2,True,[4731]
"(6631, 11091)",2,2,True,[11091]
"(665, 4626)",2,2,True,[4626]
"(2692, 4830)",2,2,True,[4830]
"(6857, 7328)",2,2,True,[6857]
"(648, 959)",2,2,True,[648]
"(4972, 9541)",2,2,True,"[4972, 9541]"
"(661, 8134)",2,2,True,[8134]
"(2000, 2967)",2,2,True,[2967]
"(1353, 4670)",2,2,True,[1353]
"(1966, 2368)",2,2,True,[2368]
"(2791, 6314)",2,2,True,[2791]
"(5630, 5907, 6200)",3,2,True,[5907]
"(3433, 11037)",2,2,True,[11037]
"(7231, 10440)",2,2,True,[10440]
"(9455, 11835)",2,2,True,[11835]
"(10199, 12494)",2,2,True,[12494]
"(10271, 12060)",2,2,True,[12060]
"(1323, 4373)",2,2,True,[1323]
"(11513, 11939)",2,2,True,[11513]
"(12196, 12396)",2,2,True,[12396]
"(3024, 5560)",2,2,True,[3024]
"(1773, 2121)",2,2,True,[2121]
"(6833, 8074)",2,2,True,[6833]
"(6558, 8390)",2,2,True,[8390]
"(2878, 8912)",2,2,True,[8912]
"(377, 2727)",2,2,True,[2727]
"(184, 3266)",2,2,True,[3266]
"(2127, 2314)",2,2,True,[2314]
"(5488, 7057)",2,2,True,[5488]
"(1925, 5557)",2,2,True,[1925]
"(1881, 6413)",2,2,True,[6413]
"(4623, 6582)",2,2,True,"[4623, 6582]"
"(2400, 3706)",2,2,True,[3706]
"(259, 1468)",2,2,True,[259]
"(2339, 7454)",2,2,True,[7454]
"(2356, 9442)",2,2,True,[2356]
"(8565, 11529)",2,2,True,[8565]
"(894, 2879, 5801)",3,2,True,[5801]
"(477, 10009)",2,2,True,[477]
"(9663, 10329)",2,2,True,[10329]
"(7428, 9145)",2,2,True,[7428]
"(2568, 8144)",2,2,True,[8144]
"(11129, 12291)",2,2,True,[12291]
"(11600, 12755)",2,2,True,[11600]
"(5837, 10669)",2,2,True,[5837]
"(8036, 9917)",2,2,True,[9917]
"(1764, 9844)",2,2,True,[9844]
"(2978, 3905)",2,2,True,[2978]
"(788, 8698)",2,2,True,[8698]
"(6424, 7530)",2,2,True,[6424]
"(4200, 9539)",2,2,True,[4200]
"(11453, 12011)",2,2,True,[11453]
"(5983, 8030)",2,2,True,[5983]
"(8164, 8902)",2,2,True,"[8164, 8902]"
"(1661, 9352)",2,2,True,"[1661, 9352]"
"(1227, 5286)",2,2,True,[1227]
"(10109, 11811)",2,2,True,[11811]
"(3597, 10731)",2,2,True,[10731]
"(897, 9071)",2,2,True,[9071]
"(4151, 11663)",2,2,True,[11663]
"(458, 2457)",2,2,True,[2457]
"(9468, 11624)",2,2,True,[9468]
"(2064, 4734)",2,2,True,"[2064, 4734]"
"(10145, 10776)",2,2,True,"[10145, 10776]"
"(2815, 4845)",2,2,True,[2815]
"(1182, 3893)",2,2,True,[3893]
"(10211, 11543)",2,2,True,"[10211, 11543]"
"(6059, 8836)",2,2,True,[6059]
"(187, 3307)",2,2,True,[3307]
"(6129, 10421)",2,2,True,[10421]
"(929, 2629)",2,2,True,[929]
"(7446, 7487)",2,2,True,[7446]
"(6530, 9346)",2,2,True,[9346]
"(49, 1539, 3961, 6502)",4,2,True,[6502]
"(2556, 9833)",2,2,True,[2556]
"(1092, 9981)",2,2,True,[9981]
"(3532, 3679, 5338)",3,2,True,[5338]
"(4302, 5665)",2,2,True,[4302]
"(552, 1241)",2,2,True,[1241]
"(9401, 12602)",2,2,True,[9401]
"(536, 1951)",2,2,True,[1951]
"(3847, 4481)",2,2,True,[3847]
"(9273, 11473)",2,2,True,[11473]
"(152, 4482)",2,2,True,[4482]
"(2075, 4945)",2,2,True,[4945]
"(4342, 12204)",2,2,True,[4342]
"(2157, 8557)",2,2,True,[2157]
"(11304, 12101)",2,2,True,[12101]
"(3502, 6545)",2,2,True,[3502]
"(1249, 4993)",2,2,True,"[1249, 4993]"
"(6631, 8162)",2,2,True,[8162]
"(4410, 10564)",2,2,True,[4410]
"(4940, 6840)",2,2,True,[6840]
"(3374, 6547)",2,2,True,[6547]
"(413, 8484)",2,2,True,[413]
"(1965, 5565)",2,2,True,[1965]
"(3453, 9561)",2,2,True,[3453]
"(5577, 6562)",2,2,True,[5577]
"(4411, 8739)",2,2,True,[8739]
"(1861, 9388)",2,2,True,[9388]
"(5814, 8165)",2,2,True,[8165]
"(8987, 11209)",2,2,True,[8987]
"(6511, 7361)",2,2,True,[7361]
"(5197, 8689)",2,2,True,[5197]
"(9606, 10445)",2,2,True,"[9606, 10445]"
"(2506, 5211)",2,2,True,[2506]
"(491, 4835)",2,2,True,[491]
"(1981, 9919)",2,2,True,[9919]
"(2989, 8271)",2,2,True,[2989]
"(7425, 7747)",2,2,True,"[7425, 7747]"
"(8000, 10799)",2,2,True,[10799]
"(657, 3363)",2,2,True,"[657, 3363]"
"(174, 4293)",2,2,True,[4293]
"(1798, 4551)",2,2,True,[4551]
"(10482, 11768)",2,2,True,[11768]
"(10144, 11316)",2,2,True,"[10144, 11316]"
"(625, 7845)",2,2,True,[7845]
"(4641, 5904)",2,2,True,[5904]
"(10105, 12221)",2,2,True,[12221]
"(7277, 12102)",2,2,True,[7277]
"(2371, 6972)",2,2,True,[6972]
"(5718, 6814)",2,2,True,[5718]
"(9495, 12099)",2,2,True,[12099]
"(8871, 12530)",2,2,True,[8871]
"(11763, 11919)",2,2,True,[11763]
"(1842, 8607)",2,2,True,[8607]
"(8967, 11800)",2,2,True,[8967]
"(6470, 6501)",2,2,True,[6501]
"(3953, 4550)",2,2,True,[4550]
"(1457, 2226, 7507, 10020)",4,2,True,"[1457, 7507, 10020]"
"(5391, 9274)",2,2,True,[9274]
"(2835, 5659)",2,2,True,[2835]
"(896, 9071)",2,2,True,[9071]
"(1005, 1233)",2,2,True,[1233]
"(3849, 6125)",2,2,True,[3849]
"(10604, 11020)",2,2,True,[11020]
