Source,Target,Weight,Source_Type,Target_Type
4026,6515,1,Expanded_Known_Family,Known_Family_Only
1885,3987,2,Expanded_Known_Family,Potential_Novel_Family
3514,2175,2,Expanded_Known_Family,Known_Family_Only
3514,4965,2,Expanded_Known_Family,Potential_Novel_Family
3514,5348,1,Expanded_Known_Family,Known_Family_Only
3514,11029,1,Expanded_Known_Family,Expanded_Known_Family
3514,2091,1,Expanded_Known_Family,Known_Family_Only
3514,4899,1,Expanded_Known_Family,Expanded_Known_Family
3514,4928,1,Expanded_Known_Family,Known_Family_Only
1989,9726,1,Known_Family_Only,Potential_Novel_Family
2786,4816,1,Potential_Novel_Family,Known_Family_Only
2786,12197,1,Potential_Novel_Family,Potential_Novel_Family
552,6412,1,Expanded_Known_Family,Known_Family_Only
552,10965,1,Expanded_Known_Family,Potential_Novel_Family
552,7451,1,Expanded_Known_Family,Expanded_Known_Family
552,9841,1,Expanded_Known_Family,Potential_Novel_Family
552,8154,1,Expanded_Known_Family,Potential_Novel_Family
552,12453,1,Expanded_Known_Family,Potential_Novel_Family
552,6328,1,Expanded_Known_Family,Potential_Novel_Family
11739,11849,1,Potential_Novel_Family,Expanded_Known_Family
11739,10469,1,Potential_Novel_Family,Expanded_Known_Family
11849,14034,4,Expanded_Known_Family,Potential_Novel_Family
11849,12207,6,Expanded_Known_Family,Expanded_Known_Family
11849,14027,1,Expanded_Known_Family,Potential_Novel_Family
5830,6441,1,Known_Family_Only,Potential_Novel_Family
5830,2829,1,Known_Family_Only,Potential_Novel_Family
5830,7801,1,Known_Family_Only,Expanded_Known_Family
10027,12061,1,Potential_Novel_Family,Potential_Novel_Family
5119,9826,1,Potential_Novel_Family,Potential_Novel_Family
3418,5602,1,Known_Family_Only,Potential_Novel_Family
1737,9153,1,Known_Family_Only,Expanded_Known_Family
1737,8319,1,Known_Family_Only,Potential_Novel_Family
9153,1457,2,Expanded_Known_Family,Potential_Novel_Family
5427,9240,2,Expanded_Known_Family,Known_Family_Only
5427,7372,1,Expanded_Known_Family,Known_Family_Only
1361,1631,1,Expanded_Known_Family,Expanded_Known_Family
1361,2148,1,Expanded_Known_Family,Known_Family_Only
1361,6384,1,Expanded_Known_Family,Known_Family_Only
1631,2148,1,Expanded_Known_Family,Known_Family_Only
1631,6384,1,Expanded_Known_Family,Known_Family_Only
1631,1783,1,Expanded_Known_Family,Potential_Novel_Family
1631,1710,1,Expanded_Known_Family,Expanded_Known_Family
1631,2162,1,Expanded_Known_Family,Potential_Novel_Family
1631,4185,27,Expanded_Known_Family,Expanded_Known_Family
1631,4477,4,Expanded_Known_Family,Known_Family_Only
1631,879,1,Expanded_Known_Family,Expanded_Known_Family
1631,3994,1,Expanded_Known_Family,Expanded_Known_Family
1631,1719,2,Expanded_Known_Family,Known_Family_Only
1631,3172,1,Expanded_Known_Family,Potential_Novel_Family
1631,1937,2,Expanded_Known_Family,Expanded_Known_Family
1631,1929,1,Expanded_Known_Family,Known_Family_Only
1631,5811,1,Expanded_Known_Family,Expanded_Known_Family
1631,1887,2,Expanded_Known_Family,Expanded_Known_Family
1631,4535,1,Expanded_Known_Family,Expanded_Known_Family
1631,8974,1,Expanded_Known_Family,Expanded_Known_Family
1631,9943,1,Expanded_Known_Family,Potential_Novel_Family
1631,2341,1,Expanded_Known_Family,Known_Family_Only
1631,6258,1,Expanded_Known_Family,Expanded_Known_Family
1631,9193,1,Expanded_Known_Family,Known_Family_Only
1631,6259,1,Expanded_Known_Family,Potential_Novel_Family
1631,3388,1,Expanded_Known_Family,Potential_Novel_Family
1631,12180,1,Expanded_Known_Family,Known_Family_Only
1631,11005,1,Expanded_Known_Family,Potential_Novel_Family
1631,4424,1,Expanded_Known_Family,Potential_Novel_Family
1631,972,1,Expanded_Known_Family,Potential_Novel_Family
1631,928,1,Expanded_Known_Family,Potential_Novel_Family
2148,6384,1,Known_Family_Only,Known_Family_Only
2148,7540,1,Known_Family_Only,Potential_Novel_Family
13655,14041,1,Known_Family_Only,Potential_Novel_Family
4038,8351,1,Expanded_Known_Family,Expanded_Known_Family
4038,8556,3,Expanded_Known_Family,Potential_Novel_Family
4038,2413,1,Expanded_Known_Family,Expanded_Known_Family
4038,13735,1,Expanded_Known_Family,Potential_Novel_Family
4038,2407,1,Expanded_Known_Family,Expanded_Known_Family
4038,2820,1,Expanded_Known_Family,Expanded_Known_Family
8351,10995,1,Expanded_Known_Family,Potential_Novel_Family
8351,8468,1,Expanded_Known_Family,Potential_Novel_Family
8351,13246,1,Expanded_Known_Family,Potential_Novel_Family
8351,365,1,Expanded_Known_Family,Potential_Novel_Family
3898,8589,1,Expanded_Known_Family,Potential_Novel_Family
3898,12971,1,Expanded_Known_Family,Potential_Novel_Family
12530,1311,1,Expanded_Known_Family,Known_Family_Only
12530,3377,1,Expanded_Known_Family,Expanded_Known_Family
12530,12897,1,Expanded_Known_Family,Expanded_Known_Family
12530,12962,3,Expanded_Known_Family,Expanded_Known_Family
5475,6385,1,Known_Family_Only,Potential_Novel_Family
3612,9221,1,Potential_Novel_Family,Expanded_Known_Family
3612,10666,1,Potential_Novel_Family,Known_Family_Only
3612,9132,3,Potential_Novel_Family,Expanded_Known_Family
9221,3479,1,Expanded_Known_Family,Expanded_Known_Family
316,3771,4,Expanded_Known_Family,Expanded_Known_Family
316,2536,2,Expanded_Known_Family,Expanded_Known_Family
316,9112,5,Expanded_Known_Family,Expanded_Known_Family
316,9865,1,Expanded_Known_Family,Potential_Novel_Family
3771,9112,2,Expanded_Known_Family,Expanded_Known_Family
81,8447,1,Potential_Novel_Family,Known_Family_Only
81,8664,1,Potential_Novel_Family,Known_Family_Only
6970,8807,1,Potential_Novel_Family,Known_Family_Only
3224,9769,2,Expanded_Known_Family,Expanded_Known_Family
3224,8437,4,Expanded_Known_Family,Expanded_Known_Family
3224,9054,1,Expanded_Known_Family,Expanded_Known_Family
3224,9489,1,Expanded_Known_Family,Potential_Novel_Family
3224,9,2,Expanded_Known_Family,Expanded_Known_Family
3224,9730,1,Expanded_Known_Family,Known_Family_Only
3224,8632,1,Expanded_Known_Family,Known_Family_Only
3224,8713,2,Expanded_Known_Family,Potential_Novel_Family
3224,8703,1,Expanded_Known_Family,Expanded_Known_Family
7527,10699,1,Known_Family_Only,Potential_Novel_Family
4229,7015,1,Potential_Novel_Family,Potential_Novel_Family
2445,8954,1,Potential_Novel_Family,Known_Family_Only
2445,301,1,Potential_Novel_Family,Expanded_Known_Family
7105,12970,2,Expanded_Known_Family,Potential_Novel_Family
7105,5791,1,Expanded_Known_Family,Known_Family_Only
7105,9198,1,Expanded_Known_Family,Known_Family_Only
1617,6566,1,Potential_Novel_Family,Potential_Novel_Family
58,12207,1,Expanded_Known_Family,Expanded_Known_Family
58,5606,1,Expanded_Known_Family,Potential_Novel_Family
58,7228,1,Expanded_Known_Family,Known_Family_Only
58,9533,1,Expanded_Known_Family,Potential_Novel_Family
58,12092,1,Expanded_Known_Family,Known_Family_Only
58,10850,2,Expanded_Known_Family,Potential_Novel_Family
58,12122,2,Expanded_Known_Family,Known_Family_Only
58,11582,1,Expanded_Known_Family,Expanded_Known_Family
58,2539,1,Expanded_Known_Family,Expanded_Known_Family
12207,42,1,Expanded_Known_Family,Known_Family_Only
12207,35,1,Expanded_Known_Family,Expanded_Known_Family
12207,12784,1,Expanded_Known_Family,Expanded_Known_Family
12207,3552,1,Expanded_Known_Family,Expanded_Known_Family
12207,10525,1,Expanded_Known_Family,Known_Family_Only
12207,36,1,Expanded_Known_Family,Expanded_Known_Family
12207,219,3,Expanded_Known_Family,Expanded_Known_Family
12207,10713,1,Expanded_Known_Family,Potential_Novel_Family
12207,2356,1,Expanded_Known_Family,Potential_Novel_Family
12207,875,1,Expanded_Known_Family,Expanded_Known_Family
12207,13123,1,Expanded_Known_Family,Known_Family_Only
12207,13444,1,Expanded_Known_Family,Known_Family_Only
3967,10196,1,Potential_Novel_Family,Known_Family_Only
6725,12418,1,Expanded_Known_Family,Expanded_Known_Family
7127,12496,1,Known_Family_Only,Potential_Novel_Family
10766,11276,1,Potential_Novel_Family,Expanded_Known_Family
11276,7625,5,Expanded_Known_Family,Expanded_Known_Family
11276,10897,1,Expanded_Known_Family,Potential_Novel_Family
11276,8404,1,Expanded_Known_Family,Potential_Novel_Family
4817,11605,1,Potential_Novel_Family,Known_Family_Only
5127,8627,1,Expanded_Known_Family,Known_Family_Only
5127,9119,1,Expanded_Known_Family,Known_Family_Only
1580,7380,1,Potential_Novel_Family,Expanded_Known_Family
1580,411,1,Potential_Novel_Family,Known_Family_Only
8239,8765,1,Known_Family_Only,Potential_Novel_Family
771,1743,1,Potential_Novel_Family,Potential_Novel_Family
1865,8730,1,Potential_Novel_Family,Known_Family_Only
131,2376,1,Expanded_Known_Family,Potential_Novel_Family
131,2899,1,Expanded_Known_Family,Known_Family_Only
131,9981,1,Expanded_Known_Family,Potential_Novel_Family
4166,13410,1,Expanded_Known_Family,Potential_Novel_Family
4166,12232,1,Expanded_Known_Family,Known_Family_Only
4715,12863,1,Expanded_Known_Family,Expanded_Known_Family
4715,4889,1,Expanded_Known_Family,Known_Family_Only
12863,8139,1,Expanded_Known_Family,Potential_Novel_Family
12863,14058,3,Expanded_Known_Family,Expanded_Known_Family
12863,11947,1,Expanded_Known_Family,Potential_Novel_Family
10554,11057,1,Potential_Novel_Family,Known_Family_Only
2589,5214,5,Expanded_Known_Family,Potential_Novel_Family
4845,7381,1,Known_Family_Only,Potential_Novel_Family
9447,10593,1,Known_Family_Only,Potential_Novel_Family
10593,13434,1,Potential_Novel_Family,Expanded_Known_Family
6598,9267,1,Potential_Novel_Family,Known_Family_Only
3221,3860,1,Known_Family_Only,Expanded_Known_Family
3221,5510,1,Known_Family_Only,Known_Family_Only
3860,5510,1,Expanded_Known_Family,Known_Family_Only
3860,2327,1,Expanded_Known_Family,Known_Family_Only
3860,4941,3,Expanded_Known_Family,Potential_Novel_Family
3860,5658,1,Expanded_Known_Family,Potential_Novel_Family
3860,11029,1,Expanded_Known_Family,Expanded_Known_Family
3860,1496,2,Expanded_Known_Family,Known_Family_Only
8766,10368,1,Potential_Novel_Family,Known_Family_Only
727,3900,1,Known_Family_Only,Expanded_Known_Family
3900,9307,1,Expanded_Known_Family,Potential_Novel_Family
3900,9702,2,Expanded_Known_Family,Known_Family_Only
13218,242,1,Expanded_Known_Family,Expanded_Known_Family
13218,6227,1,Expanded_Known_Family,Known_Family_Only
13218,10432,1,Expanded_Known_Family,Potential_Novel_Family
13218,6327,1,Expanded_Known_Family,Expanded_Known_Family
13218,12645,1,Expanded_Known_Family,Expanded_Known_Family
3542,10258,1,Known_Family_Only,Potential_Novel_Family
619,6216,1,Known_Family_Only,Potential_Novel_Family
549,2692,1,Expanded_Known_Family,Known_Family_Only
549,3995,1,Expanded_Known_Family,Expanded_Known_Family
549,2256,1,Expanded_Known_Family,Known_Family_Only
549,2408,1,Expanded_Known_Family,Expanded_Known_Family
549,2333,1,Expanded_Known_Family,Potential_Novel_Family
2275,2459,1,Potential_Novel_Family,Potential_Novel_Family
8654,9347,1,Potential_Novel_Family,Known_Family_Only
1049,3836,1,Expanded_Known_Family,Potential_Novel_Family
1049,5907,1,Expanded_Known_Family,Potential_Novel_Family
1049,9180,1,Expanded_Known_Family,Expanded_Known_Family
1049,8564,1,Expanded_Known_Family,Potential_Novel_Family
1049,2514,1,Expanded_Known_Family,Known_Family_Only
1049,4103,1,Expanded_Known_Family,Potential_Novel_Family
1049,8126,1,Expanded_Known_Family,Known_Family_Only
1049,11955,1,Expanded_Known_Family,Potential_Novel_Family
1049,2286,1,Expanded_Known_Family,Expanded_Known_Family
1478,11537,1,Expanded_Known_Family,Known_Family_Only
1478,112,1,Expanded_Known_Family,Potential_Novel_Family
1478,4791,2,Expanded_Known_Family,Potential_Novel_Family
1478,3347,6,Expanded_Known_Family,Potential_Novel_Family
1478,6837,1,Expanded_Known_Family,Known_Family_Only
1478,11977,1,Expanded_Known_Family,Potential_Novel_Family
1478,214,1,Expanded_Known_Family,Expanded_Known_Family
5826,8808,1,Known_Family_Only,Potential_Novel_Family
4181,12258,1,Known_Family_Only,Potential_Novel_Family
3721,8377,1,Expanded_Known_Family,Potential_Novel_Family
3721,12887,1,Expanded_Known_Family,Potential_Novel_Family
9348,10555,1,Potential_Novel_Family,Potential_Novel_Family
12876,13132,1,Known_Family_Only,Potential_Novel_Family
335,3732,2,Potential_Novel_Family,Known_Family_Only
335,6471,3,Potential_Novel_Family,Potential_Novel_Family
335,1605,1,Potential_Novel_Family,Expanded_Known_Family
4551,6735,1,Potential_Novel_Family,Known_Family_Only
687,9986,1,Expanded_Known_Family,Potential_Novel_Family
687,5287,1,Expanded_Known_Family,Potential_Novel_Family
687,1855,1,Expanded_Known_Family,Potential_Novel_Family
3060,9945,1,Potential_Novel_Family,Potential_Novel_Family
3060,10092,1,Potential_Novel_Family,Known_Family_Only
5202,8065,1,Potential_Novel_Family,Known_Family_Only
2824,12969,1,Potential_Novel_Family,Potential_Novel_Family
2824,13063,1,Potential_Novel_Family,Known_Family_Only
12969,13063,1,Potential_Novel_Family,Known_Family_Only
2075,6004,4,Expanded_Known_Family,Expanded_Known_Family
2075,6102,2,Expanded_Known_Family,Potential_Novel_Family
2075,6508,1,Expanded_Known_Family,Known_Family_Only
2075,5644,4,Expanded_Known_Family,Expanded_Known_Family
2075,3367,1,Expanded_Known_Family,Potential_Novel_Family
2075,10600,1,Expanded_Known_Family,Known_Family_Only
2075,6833,1,Expanded_Known_Family,Potential_Novel_Family
2075,7330,1,Expanded_Known_Family,Potential_Novel_Family
2075,12833,1,Expanded_Known_Family,Known_Family_Only
4818,8590,1,Potential_Novel_Family,Known_Family_Only
4153,9684,5,Expanded_Known_Family,Expanded_Known_Family
4153,13290,1,Expanded_Known_Family,Potential_Novel_Family
9684,13290,1,Expanded_Known_Family,Potential_Novel_Family
4740,4936,1,Potential_Novel_Family,Known_Family_Only
6067,8131,1,Potential_Novel_Family,Potential_Novel_Family
6934,7232,2,Expanded_Known_Family,Expanded_Known_Family
5476,5935,1,Known_Family_Only,Known_Family_Only
5476,10594,1,Known_Family_Only,Known_Family_Only
5476,11337,1,Known_Family_Only,Potential_Novel_Family
5935,10594,1,Known_Family_Only,Known_Family_Only
5935,11337,1,Known_Family_Only,Potential_Novel_Family
10594,11337,1,Known_Family_Only,Potential_Novel_Family
6994,11338,1,Potential_Novel_Family,Known_Family_Only
7735,12467,1,Potential_Novel_Family,Known_Family_Only
2536,9112,5,Expanded_Known_Family,Expanded_Known_Family
2536,9865,1,Expanded_Known_Family,Potential_Novel_Family
2536,3183,1,Expanded_Known_Family,Expanded_Known_Family
2536,2032,1,Expanded_Known_Family,Potential_Novel_Family
9112,9865,1,Expanded_Known_Family,Potential_Novel_Family
1484,4863,1,Potential_Novel_Family,Potential_Novel_Family
2678,12226,1,Potential_Novel_Family,Known_Family_Only
1912,5181,1,Known_Family_Only,Known_Family_Only
1912,5841,1,Known_Family_Only,Known_Family_Only
1912,8268,1,Known_Family_Only,Known_Family_Only
1912,9482,1,Known_Family_Only,Known_Family_Only
1912,11020,1,Known_Family_Only,Potential_Novel_Family
5181,5841,1,Known_Family_Only,Known_Family_Only
5181,8268,1,Known_Family_Only,Known_Family_Only
5181,9482,1,Known_Family_Only,Known_Family_Only
5181,11020,1,Known_Family_Only,Potential_Novel_Family
5841,8268,1,Known_Family_Only,Known_Family_Only
5841,9482,1,Known_Family_Only,Known_Family_Only
5841,11020,1,Known_Family_Only,Potential_Novel_Family
8268,9482,1,Known_Family_Only,Known_Family_Only
8268,11020,1,Known_Family_Only,Potential_Novel_Family
9482,11020,1,Known_Family_Only,Potential_Novel_Family
261,4250,1,Expanded_Known_Family,Potential_Novel_Family
261,3873,1,Expanded_Known_Family,Expanded_Known_Family
261,5318,1,Expanded_Known_Family,Expanded_Known_Family
261,4542,1,Expanded_Known_Family,Expanded_Known_Family
261,5492,2,Expanded_Known_Family,Expanded_Known_Family
261,8557,2,Expanded_Known_Family,Expanded_Known_Family
261,4534,1,Expanded_Known_Family,Known_Family_Only
261,13280,1,Expanded_Known_Family,Known_Family_Only
261,4150,1,Expanded_Known_Family,Known_Family_Only
261,9787,1,Expanded_Known_Family,Potential_Novel_Family
261,4070,1,Expanded_Known_Family,Expanded_Known_Family
261,4095,1,Expanded_Known_Family,Expanded_Known_Family
261,4370,1,Expanded_Known_Family,Potential_Novel_Family
597,728,2,Expanded_Known_Family,Expanded_Known_Family
597,2095,1,Expanded_Known_Family,Potential_Novel_Family
728,10670,1,Expanded_Known_Family,Known_Family_Only
728,8384,1,Expanded_Known_Family,Potential_Novel_Family
728,1367,1,Expanded_Known_Family,Potential_Novel_Family
728,2141,1,Expanded_Known_Family,Potential_Novel_Family
728,1694,1,Expanded_Known_Family,Potential_Novel_Family
728,8294,1,Expanded_Known_Family,Known_Family_Only
3191,6971,2,Potential_Novel_Family,Potential_Novel_Family
3191,8129,1,Potential_Novel_Family,Potential_Novel_Family
799,13163,1,Expanded_Known_Family,Potential_Novel_Family
799,7790,1,Expanded_Known_Family,Potential_Novel_Family
799,1182,5,Expanded_Known_Family,Expanded_Known_Family
799,7674,2,Expanded_Known_Family,Expanded_Known_Family
799,3561,1,Expanded_Known_Family,Potential_Novel_Family
799,3138,1,Expanded_Known_Family,Potential_Novel_Family
799,1132,1,Expanded_Known_Family,Known_Family_Only
799,12089,1,Expanded_Known_Family,Potential_Novel_Family
799,10294,1,Expanded_Known_Family,Potential_Novel_Family
799,10402,2,Expanded_Known_Family,Known_Family_Only
799,2111,1,Expanded_Known_Family,Potential_Novel_Family
799,9300,2,Expanded_Known_Family,Potential_Novel_Family
799,9147,1,Expanded_Known_Family,Known_Family_Only
2355,3630,1,Known_Family_Only,Known_Family_Only
2355,4274,1,Known_Family_Only,Expanded_Known_Family
3630,4274,1,Known_Family_Only,Expanded_Known_Family
2761,5491,1,Expanded_Known_Family,Expanded_Known_Family
2761,9604,1,Expanded_Known_Family,Known_Family_Only
1414,14227,1,Potential_Novel_Family,Known_Family_Only
6894,11417,1,Potential_Novel_Family,Potential_Novel_Family
3511,11191,2,Expanded_Known_Family,Potential_Novel_Family
380,1810,1,Potential_Novel_Family,Potential_Novel_Family
380,2672,1,Potential_Novel_Family,Expanded_Known_Family
380,8,1,Potential_Novel_Family,Known_Family_Only
380,222,1,Potential_Novel_Family,Known_Family_Only
1810,2672,1,Potential_Novel_Family,Expanded_Known_Family
1810,5957,1,Potential_Novel_Family,Known_Family_Only
2672,5778,2,Expanded_Known_Family,Known_Family_Only
2672,9005,1,Expanded_Known_Family,Expanded_Known_Family
2672,10013,1,Expanded_Known_Family,Potential_Novel_Family
2672,13480,1,Expanded_Known_Family,Known_Family_Only
7128,11538,1,Potential_Novel_Family,Known_Family_Only
1116,1618,1,Known_Family_Only,Potential_Novel_Family
265,12236,1,Expanded_Known_Family,Potential_Novel_Family
12236,6222,1,Potential_Novel_Family,Potential_Novel_Family
12236,4343,3,Potential_Novel_Family,Expanded_Known_Family
12236,587,1,Potential_Novel_Family,Expanded_Known_Family
4475,6911,1,Potential_Novel_Family,Known_Family_Only
6911,4705,1,Known_Family_Only,Potential_Novel_Family
5107,6660,2,Expanded_Known_Family,Potential_Novel_Family
5107,10086,2,Expanded_Known_Family,Expanded_Known_Family
5107,10881,1,Expanded_Known_Family,Known_Family_Only
5107,9441,1,Expanded_Known_Family,Known_Family_Only
5107,11167,1,Expanded_Known_Family,Potential_Novel_Family
7090,10446,1,Known_Family_Only,Potential_Novel_Family
10446,7236,1,Potential_Novel_Family,Potential_Novel_Family
11277,13724,1,Potential_Novel_Family,Potential_Novel_Family
4738,181,1,Potential_Novel_Family,Expanded_Known_Family
4738,3890,1,Potential_Novel_Family,Expanded_Known_Family
4738,6844,1,Potential_Novel_Family,Potential_Novel_Family
935,1444,1,Potential_Novel_Family,Potential_Novel_Family
1444,4170,1,Potential_Novel_Family,Potential_Novel_Family
2266,5581,1,Potential_Novel_Family,Potential_Novel_Family
8501,2451,1,Expanded_Known_Family,Expanded_Known_Family
1567,4479,1,Known_Family_Only,Expanded_Known_Family
1567,5338,1,Known_Family_Only,Potential_Novel_Family
4479,5338,1,Expanded_Known_Family,Potential_Novel_Family
4479,1660,1,Expanded_Known_Family,Known_Family_Only
4479,7708,2,Expanded_Known_Family,Potential_Novel_Family
4479,1520,1,Expanded_Known_Family,Potential_Novel_Family
4479,4972,1,Expanded_Known_Family,Known_Family_Only
4479,3442,1,Expanded_Known_Family,Expanded_Known_Family
2399,2910,2,Potential_Novel_Family,Known_Family_Only
5571,9457,1,Expanded_Known_Family,Potential_Novel_Family
5571,3213,1,Expanded_Known_Family,Known_Family_Only
5571,9541,1,Expanded_Known_Family,Known_Family_Only
5571,764,1,Expanded_Known_Family,Known_Family_Only
2784,7053,1,Potential_Novel_Family,Potential_Novel_Family
2784,7473,1,Potential_Novel_Family,Known_Family_Only
2784,7115,1,Potential_Novel_Family,Known_Family_Only
2784,7182,1,Potential_Novel_Family,Potential_Novel_Family
7053,7473,1,Potential_Novel_Family,Known_Family_Only
2098,6064,1,Known_Family_Only,Potential_Novel_Family
4234,10102,1,Potential_Novel_Family,Known_Family_Only
4234,1834,3,Potential_Novel_Family,Expanded_Known_Family
4234,12589,3,Potential_Novel_Family,Potential_Novel_Family
4006,6542,2,Potential_Novel_Family,Expanded_Known_Family
4006,11566,1,Potential_Novel_Family,Known_Family_Only
964,8132,1,Expanded_Known_Family,Potential_Novel_Family
6661,7675,1,Known_Family_Only,Potential_Novel_Family
6661,7328,1,Known_Family_Only,Potential_Novel_Family
6661,7737,1,Known_Family_Only,Known_Family_Only
6661,6985,1,Known_Family_Only,Expanded_Known_Family
6661,7422,1,Known_Family_Only,Known_Family_Only
6661,8557,1,Known_Family_Only,Expanded_Known_Family
6661,7570,1,Known_Family_Only,Expanded_Known_Family
6013,9313,2,Expanded_Known_Family,Expanded_Known_Family
6013,80,2,Expanded_Known_Family,Potential_Novel_Family
6013,12866,1,Expanded_Known_Family,Known_Family_Only
912,3005,1,Known_Family_Only,Potential_Novel_Family
912,1109,1,Known_Family_Only,Expanded_Known_Family
912,3257,1,Known_Family_Only,Expanded_Known_Family
3005,12889,1,Potential_Novel_Family,Known_Family_Only
1953,2704,1,Expanded_Known_Family,Potential_Novel_Family
1796,3008,2,Potential_Novel_Family,Known_Family_Only
633,3423,1,Expanded_Known_Family,Expanded_Known_Family
633,3299,1,Expanded_Known_Family,Potential_Novel_Family
633,3108,3,Expanded_Known_Family,Expanded_Known_Family
633,3366,1,Expanded_Known_Family,Expanded_Known_Family
633,5203,1,Expanded_Known_Family,Expanded_Known_Family
633,361,1,Expanded_Known_Family,Expanded_Known_Family
633,3322,1,Expanded_Known_Family,Potential_Novel_Family
633,4929,1,Expanded_Known_Family,Known_Family_Only
633,3862,1,Expanded_Known_Family,Potential_Novel_Family
633,4342,1,Expanded_Known_Family,Potential_Novel_Family
633,9547,2,Expanded_Known_Family,Expanded_Known_Family
633,3707,1,Expanded_Known_Family,Known_Family_Only
633,3158,3,Expanded_Known_Family,Potential_Novel_Family
633,5350,1,Expanded_Known_Family,Expanded_Known_Family
633,4076,1,Expanded_Known_Family,Potential_Novel_Family
3423,10006,1,Expanded_Known_Family,Potential_Novel_Family
4008,5093,3,Expanded_Known_Family,Expanded_Known_Family
4008,10164,6,Expanded_Known_Family,Expanded_Known_Family
4008,1971,1,Expanded_Known_Family,Potential_Novel_Family
4008,8095,3,Expanded_Known_Family,Expanded_Known_Family
4008,13213,2,Expanded_Known_Family,Potential_Novel_Family
4008,7951,1,Expanded_Known_Family,Expanded_Known_Family
6065,8591,1,Potential_Novel_Family,Known_Family_Only
2069,669,2,Expanded_Known_Family,Known_Family_Only
2069,1481,3,Expanded_Known_Family,Expanded_Known_Family
2069,61,1,Expanded_Known_Family,Expanded_Known_Family
2069,3498,1,Expanded_Known_Family,Known_Family_Only
2069,6143,1,Expanded_Known_Family,Potential_Novel_Family
9649,11478,1,Known_Family_Only,Potential_Novel_Family
1161,8106,1,Potential_Novel_Family,Known_Family_Only
662,2416,2,Known_Family_Only,Potential_Novel_Family
662,3317,1,Known_Family_Only,Expanded_Known_Family
662,12079,1,Known_Family_Only,Potential_Novel_Family
2416,3317,1,Potential_Novel_Family,Expanded_Known_Family
2416,539,1,Potential_Novel_Family,Known_Family_Only
2416,496,1,Potential_Novel_Family,Potential_Novel_Family
3317,13884,1,Expanded_Known_Family,Potential_Novel_Family
3317,7039,1,Expanded_Known_Family,Potential_Novel_Family
73,11960,1,Expanded_Known_Family,Potential_Novel_Family
73,9873,1,Expanded_Known_Family,Potential_Novel_Family
73,8571,1,Expanded_Known_Family,Known_Family_Only
73,2250,1,Expanded_Known_Family,Known_Family_Only
73,7871,1,Expanded_Known_Family,Potential_Novel_Family
73,9668,1,Expanded_Known_Family,Known_Family_Only
73,10720,1,Expanded_Known_Family,Known_Family_Only
73,13472,1,Expanded_Known_Family,Known_Family_Only
1599,10793,3,Potential_Novel_Family,Expanded_Known_Family
6466,7325,1,Potential_Novel_Family,Potential_Novel_Family
1704,8389,1,Expanded_Known_Family,Expanded_Known_Family
1704,12593,1,Expanded_Known_Family,Potential_Novel_Family
1704,885,1,Expanded_Known_Family,Expanded_Known_Family
631,9827,1,Expanded_Known_Family,Known_Family_Only
631,6933,1,Expanded_Known_Family,Known_Family_Only
631,12296,1,Expanded_Known_Family,Known_Family_Only
631,2141,2,Expanded_Known_Family,Potential_Novel_Family
9827,4177,1,Known_Family_Only,Potential_Novel_Family
268,2564,1,Known_Family_Only,Potential_Novel_Family
268,2585,1,Known_Family_Only,Known_Family_Only
268,1026,1,Known_Family_Only,Potential_Novel_Family
2564,2585,1,Potential_Novel_Family,Known_Family_Only
13101,13877,2,Expanded_Known_Family,Potential_Novel_Family
122,898,1,Known_Family_Only,Expanded_Known_Family
122,2087,1,Known_Family_Only,Potential_Novel_Family
4110,4598,1,Potential_Novel_Family,Potential_Novel_Family
6066,12806,7,Expanded_Known_Family,Expanded_Known_Family
12806,6027,2,Expanded_Known_Family,Potential_Novel_Family
12806,6649,2,Expanded_Known_Family,Potential_Novel_Family
1020,2263,2,Expanded_Known_Family,Expanded_Known_Family
1020,3103,1,Expanded_Known_Family,Known_Family_Only
2263,3103,1,Expanded_Known_Family,Known_Family_Only
3103,2420,1,Known_Family_Only,Potential_Novel_Family
3103,4742,3,Known_Family_Only,Potential_Novel_Family
3103,5783,1,Known_Family_Only,Known_Family_Only
3103,977,1,Known_Family_Only,Known_Family_Only
3103,1967,1,Known_Family_Only,Potential_Novel_Family
8993,5964,1,Expanded_Known_Family,Expanded_Known_Family
2968,8955,1,Expanded_Known_Family,Potential_Novel_Family
2968,9528,1,Expanded_Known_Family,Expanded_Known_Family
4251,8991,1,Potential_Novel_Family,Known_Family_Only
3645,4303,1,Potential_Novel_Family,Known_Family_Only
3645,7492,1,Potential_Novel_Family,Expanded_Known_Family
5120,5203,1,Potential_Novel_Family,Expanded_Known_Family
5203,3366,1,Expanded_Known_Family,Expanded_Known_Family
5203,1313,1,Expanded_Known_Family,Expanded_Known_Family
5203,266,1,Expanded_Known_Family,Potential_Novel_Family
5203,575,1,Expanded_Known_Family,Expanded_Known_Family
5203,4835,1,Expanded_Known_Family,Expanded_Known_Family
5203,4267,1,Expanded_Known_Family,Potential_Novel_Family
1451,12062,1,Potential_Novel_Family,Known_Family_Only
8518,9448,1,Potential_Novel_Family,Potential_Novel_Family
11303,14042,2,Expanded_Known_Family,Potential_Novel_Family
11303,13940,1,Expanded_Known_Family,Known_Family_Only
11303,10994,1,Expanded_Known_Family,Known_Family_Only
14042,13940,1,Potential_Novel_Family,Known_Family_Only
